price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year
708000.0,5,3.25,3060,11778,2.0,N,0,Average,8,3060,0,2004,0,98034,47.7212,-122.222,1840,10403,2014
463800.0,3,1.5,980,7770,1.0,N,0,Good,7,980,0,1968,0,98033,47.6923,-122.201,1470,7350,2015
144000.0,3,1.0,980,6800,1.0,N,0,Average,6,980,0,1946,0,98058,47.4411,-122.186,1140,9975,2014
600000.0,4,2.5,2420,7744,2.0,N,0,Average,9,2420,0,1994,0,98056,47.534,-122.18,2820,11129,2015
617450.0,3,2.0,1580,14398,1.0,N,0,Average,7,1080,500,1981,0,98005,47.6328,-122.174,1650,14407,2015
1385000.0,4,3.5,4010,15365,2.0,N,1,Average,11,4010,0,2006,0,98027,47.5528,-122.093,3550,13429,2014
315000.0,4,2.5,1930,9643,2.0,N,0,Good,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525,2014
467500.0,3,1.0,1700,4165,1.5,N,0,Average,7,1700,0,1918,0,98118,47.5569,-122.277,1400,4165,2015
158550.0,5,1.5,1710,8100,1.5,N,0,Good,7,1710,0,1961,0,98032,47.3839,-122.288,1480,8025,2014
818000.0,2,2.5,2380,9374,1.0,N,2,Average,8,2380,0,2011,0,98053,47.7095,-122.019,1610,5000,2014
130000.0,3,1.0,1110,7520,1.0,N,0,Good,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,2015
329000.0,2,2.5,980,1020,3.0,N,0,Average,8,980,0,2008,0,98117,47.6844,-122.387,980,1023,2014
335000.0,4,1.75,2000,10890,1.0,N,0,Good,7,1390,610,1961,0,98003,47.3203,-122.321,1520,9250,2014
319900.0,4,2.75,2475,4000,2.0,N,0,Average,7,2475,0,2014,0,98002,47.3452,-122.21,2166,4000,2014
445000.0,3,2.5,1730,4408,2.0,N,0,Average,8,1730,0,1996,0,98029,47.5683,-122.005,1730,4408,2014
234000.0,4,2.5,1820,8217,1.0,N,0,Average,7,1120,700,1987,0,98001,47.263000000000005,-122.242,1310,8217,2014
225000.0,3,2.0,2030,24829,1.0,N,0,Good,7,1220,810,1979,0,98001,47.2718,-122.291,1980,15204,2014
225000.0,4,2.5,1700,6031,2.0,N,0,Average,8,1700,0,1994,0,98030,47.3582,-122.191,1930,6035,2014
432100.0,3,2.25,1790,2240,2.0,N,0,Good,8,1790,0,1975,0,98052,47.6343,-122.106,1780,2560,2015
665000.0,4,2.0,2970,52567,2.0,N,0,Average,8,2970,0,1924,1985,98072,47.7333,-122.128,3280,46676,2014
535000.0,3,2.5,1720,4006,2.0,N,0,Average,8,1720,0,1994,0,98029,47.569,-122.007,1780,3974,2014
585000.0,3,1.0,1450,5378,1.0,N,0,Average,7,1190,260,1939,0,98199,47.6436,-122.405,1810,5559,2014
700000.0,8,2.5,2280,3000,1.5,N,0,Average,7,1210,1070,1911,0,98105,47.6675,-122.316,1610,3000,2015
499000.0,2,1.0,1220,3000,1.0,N,0,Average,7,920,300,1926,0,98117,47.6823,-122.365,1270,3000,2014
767250.0,4,3.0,2170,2500,2.0,N,0,Average,8,1710,460,1997,0,98115,47.6742,-122.303,2170,4080,2014
372000.0,3,1.0,2298,10140,1.0,N,0,Average,7,2298,0,1969,0,98052,47.6909,-122.083,2580,24724,2015
374990.0,3,2.5,1300,10484,2.0,N,0,Average,8,1300,0,1983,0,98028,47.7768,-122.268,1380,7868,2015
455000.0,3,1.5,1250,8004,1.0,N,0,Average,7,1250,0,1965,0,98008,47.6285,-122.117,1450,7931,2015
500000.0,5,3.0,3720,25474,2.0,N,4,Average,9,2090,1630,1986,0,98001,47.3296,-122.256,1870,14547,2014
925850.0,6,3.25,3140,14923,2.0,N,0,Average,10,3140,0,1991,0,98006,47.5411,-122.133,2980,10758,2014
698000.0,2,1.0,1510,4080,1.0,N,0,Average,7,1010,500,1923,0,98103,47.6742,-122.329,1660,4080,2015
366000.0,3,1.75,1520,8625,1.0,N,0,Average,8,1520,0,1976,0,98011,47.7687,-122.223,2080,9200,2014
1340000.0,4,3.0,2760,4905,2.0,N,1,Good,9,1840,920,1938,0,98105,47.6591,-122.27,3200,5424,2014
775000.0,4,1.75,2320,5595,1.0,N,0,Average,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596,2015
755000.0,4,2.75,2880,4000,1.5,N,0,Average,9,2100,780,1912,2000,98144,47.5843,-122.293,2110,4000,2014
589950.0,3,2.0,2080,12094,2.0,N,0,Good,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,2014
899000.0,4,2.25,2290,40946,1.0,N,3,Good,8,1550,740,1960,0,98008,47.61600000000001,-122.103,2790,20076,2015
479000.0,2,2.5,1741,1439,2.0,N,0,Average,8,1446,295,2007,0,98034,47.7043,-122.209,2090,10454,2015
530000.0,2,1.5,1580,3680,1.0,N,2,Average,8,1280,300,1941,0,98126,47.5762,-122.377,1730,3680,2014
549010.0,2,1.75,1560,4141,1.0,N,0,Good,7,880,680,1942,0,98117,47.6863,-122.382,1210,4141,2015
301000.0,3,1.0,1060,9241,1.0,N,0,Good,7,1060,0,1956,0,98133,47.7465,-122.339,1900,6484,2014
575000.0,4,2.5,2550,56628,2.0,N,0,Average,9,2550,0,2001,0,98027,47.4913,-122.081,1870,56628,2014
435000.0,3,2.0,2570,233481,1.5,N,0,Good,8,2570,0,1986,0,98038,47.4199,-122.034,2280,157687,2015
505400.0,3,1.75,1640,3400,1.0,N,0,Good,7,930,710,1926,0,98105,47.6694,-122.3,1380,3750,2015
255000.0,3,1.5,1490,6604,1.0,N,0,Good,6,1490,0,1918,0,98166,47.4683,-122.351,1330,6604,2014
400000.0,3,1.75,1730,9211,1.0,N,0,Average,8,1730,0,1961,0,98125,47.7149,-122.322,1440,9211,2014
380500.0,3,2.5,1900,7361,2.0,N,0,Average,8,1900,0,1994,0,98055,47.4324,-122.191,2100,7361,2015
1052000.0,3,1.0,1860,44431,1.0,N,0,Good,6,1860,0,1947,0,98074,47.6057,-122.038,2000,44431,2015
677000.0,4,2.5,2820,4174,2.0,N,0,Average,9,2820,0,2004,0,98034,47.7112,-122.226,2560,4853,2014
378000.0,2,2.0,1300,3850,1.0,N,0,Average,7,800,500,1963,0,98136,47.5395,-122.39,950,5500,2015
475000.0,3,2.25,1580,12177,1.0,N,0,Average,7,1200,380,1981,0,98074,47.6254,-122.045,1660,11374,2014
645000.0,4,2.5,2860,14000,2.0,N,0,Average,8,2860,0,1995,0,98019,47.7306,-121.973,2650,14564,2014
900000.0,4,2.5,3620,42580,2.0,N,0,Average,10,3620,0,1984,0,98052,47.7204,-122.115,2950,33167,2014
248000.0,3,1.75,1840,19501,1.0,N,0,Good,8,1270,570,1972,0,98003,47.3364,-122.318,1910,12000,2015
450000.0,3,2.5,1480,1961,2.0,N,0,Average,8,1480,0,2005,0,98029,47.5478,-122.0,1400,1138,2014
560000.0,3,1.0,1140,7028,1.0,N,0,Average,8,1140,0,1931,0,98115,47.6948,-122.322,1350,6923,2014
250000.0,3,3.0,2300,7701,1.0,N,0,Average,7,2300,0,1960,0,98056,47.5102,-122.18,1570,8116,2014
962000.0,4,2.25,3320,20100,1.0,N,0,Good,8,1810,1510,1981,0,98006,47.5566,-122.153,2450,9821,2015
485000.0,4,2.75,2790,7803,2.0,N,0,Average,8,2790,0,2013,0,98045,47.4823,-121.772,2620,6178,2014
790000.0,5,3.25,3030,20446,2.0,N,2,Average,9,2130,900,1976,0,98008,47.6133,-122.106,2890,20908,2014
760000.0,3,2.0,1780,1750,1.0,N,2,Average,8,1400,380,1927,2014,98103,47.6797,-122.357,1780,3750,2014
334500.0,2,1.5,830,1858,2.0,N,0,Average,7,830,0,2005,0,98144,47.5828,-122.314,1480,3030,2014
235000.0,2,2.0,870,6450,1.0,N,0,Good,6,740,130,1954,0,98118,47.5354,-122.278,1640,5775,2014
245500.0,2,1.5,1430,9782,1.0,N,0,Average,7,1430,0,1955,0,98188,47.441,-122.282,1430,9828,2015
2400000.0,4,3.5,5860,7200,2.0,N,0,Very Good,10,3690,2170,1907,0,98112,47.6287,-122.287,4150,7200,2014
315000.0,3,1.5,1750,12500,1.0,N,0,Average,7,1150,600,1954,0,98024,47.5666,-121.902,1680,13000,2014
557500.0,4,2.5,2390,38258,2.0,N,0,Average,8,2390,0,2001,0,98072,47.7433,-122.094,1960,17113,2014
759000.0,3,2.25,2950,78843,1.5,N,0,Average,9,2950,0,2006,0,98075,47.5917,-122.068,3880,78843,2014
175000.0,2,1.0,670,2378,1.0,N,0,Average,5,670,0,1919,0,98126,47.5769,-122.372,700,2970,2014
670000.0,3,1.0,1710,6195,1.0,N,0,Average,7,1410,300,1946,0,98105,47.6706,-122.265,1610,6195,2014
1050000.0,3,2.0,2090,4077,1.5,N,0,Good,8,1530,560,1931,0,98112,47.6433,-122.3,2010,4132,2014
450500.0,2,1.0,1330,3698,1.0,N,0,Average,7,1330,0,1952,0,98117,47.6866,-122.372,1900,5000,2015
435000.0,3,1.75,2030,13700,1.0,N,0,Average,8,1630,400,1976,0,98011,47.7726,-122.197,2120,11200,2014
425000.0,4,2.5,1940,4517,1.0,N,0,Average,8,1190,750,2010,0,98028,47.776,-122.26,1910,10410,2015
543000.0,2,1.0,1070,4700,1.0,N,0,Very Good,7,1070,0,1910,0,98117,47.6887,-122.368,1370,4700,2015
490000.0,3,1.75,1770,7508,1.0,N,0,Average,7,1270,500,1962,0,98133,47.7354,-122.343,1690,8880,2015
812000.0,4,3.5,3370,3634,2.0,N,0,Average,9,2750,620,2007,0,98029,47.5519,-122.001,3200,3650,2014
440000.0,3,2.5,1440,5434,2.0,N,0,Average,7,1440,0,2003,0,98053,47.6818,-122.034,1560,3770,2014
